CUST_ID,INITIALS,CUST_NAME,ADDRESS1,ADDRESS2,ADDRESS3,CITY,STATE,COUNTRY,PIN_NO,MOBILE_NUMBER,EMAIL_ID,PAN,GENDER,BIRTH_DATE,AGE,CUST_TYPE,KYC_STATUS,DELIVERY_CHANNEL,RECORD_INSERT_DATE,PROCESSED_FLAG,PROCESSED_DATE,CHEQUE_NO,EFFECT_DATE,POL_NUM_TXT,REG_NO,ENGINE_NO,CHASSIS_NO,COVERNOTE_NO,PROPOSAL_NO,ENDORSEMENT_EFF_DATE,DOC_ID,VENDOR_PRIORITY,VENDOR_NAME,TELEPHONE_NO,NOMINEE_NAME,RELATIONSHIP,POLICY_NO,E_POLICY_NO,ISSUED_DATE,MAKER,MODEL_NO,BODY_TYPE,MANUFACTURE_YEAR,SEATING_CAPACITY,PREMIUM_AMOUNT,RECEIPT_DATE
3737,A,Abhishek,Bombay,Bombay,Bombay,Bombay,Bihar,Oman,874268,814363720,Abhishek27@yahoo.com,Abh246A,Female,06/12/2001,27,Potential ,OngoingMonitoring,courier,06/12/2001,FALSE,06/12/2001,360595586,06/12/2001,794,4808,3752,2917,6675,4881,22/08/2003,8,2,ClubColorsBuyer,563390,Abhishek,SINGLE,7789,6817,25/01/1995,RTO,9039,All,2008,1,953338,21/08/1990
247,P,Parul,Los Angeles,Los Angeles,Los Angeles,Los Angeles,MP,India,493024,401595225,Parul49@gmail.com,Par303P,Male,13/08/2004,49,Loyal ,CustomerDueDiligence,G-Mail,13/08/2004,TRUE,13/08/2004,866914992,13/08/2004,641,3979,2917,4464,3169,9464,20/04/2001,38,1,ImprintInc,443566,Parul,MARRID,3596,2275,26/03/2002,RTO,8637,All,2008,6,639764,23/05/2000
1079,A,Anand,pune,pune,pune,pune,Jharkhand,Peru,726304,845104607,Anand41@gmail.com,Ana681A,Transgender,25/03/1990,41,New ,CustomerIdentificationProgram,courier,25/03/1990,TRUE,25/03/1990,770470100,25/03/1990,632,3250,3730,3626,523,1521,18/09/1997,2,1,ImprintInc,302101,Anand,MARRID,5472,7377,05/09/2009,Maruti.pvt,2189,All,2007,1,535613,08/06/2007
2117,T,Tarun,Missouri,Missouri,Missouri,Missouri,Jharkhand,Oman,597817,618469453,Tarun42@yahoo.com,Tar794T,Female,18/05/1999,42,Impulsive,CustomerIdentificationProgram,G-Mail,18/05/1999,TRUE,18/05/1999,694788410,18/05/1999,850,1877,2240,2600,327,3164,04/11/1992,8,1,AlmaMaterLLC,662118,Tarun,SINGLE,1903,3281,23/02/1992,Maruti.pvt,8438,All,2015,4,540760,23/02/2006
3405,N,Neeraj,California,California,California,California,UP,India,655502,763800211,Neeraj58@rediff.co.in,Nee814N,Female,10/12/2004,58,Loyal ,CustomerIdentificationProgram,courier,10/12/2004,FALSE,10/12/2004,594944393,10/12/2004,397,1625,3589,3313,4929,7727,05/11/1994,17,1,ClubColorsBuyer,932487,Neeraj,SINGLE,3065,6345,13/12/2006,Maruti.pvt,1640,All,1990,10,838291,08/12/1997
6472,A,Abhishek,maysur,maysur,maysur,maysur,MP,Brazil,481569,337745846,Abhishek48@gmail.com,Abh812A,Male,15/06/1996,48,Potential ,CustomerIdentificationProgram,courier,15/06/1996,TRUE,15/06/1996,268649020,15/06/1996,219,4849,2450,2520,3409,9364,22/09/1998,38,4,AuthenticStreeSignsInc,202228,Abhishek,SINGLE,2131,7309,04/03/2007, ACS ,8159,All,2008,2,280453,16/07/1996
1118,S,Smith,Bombay,Bombay,Bombay,Bombay,Kerala,Albania,387177,20478616,Smith26@yahoo.com,Smi559S,Transgender,09/06/1998,26,Loyal ,OngoingMonitoring,courier,09/06/1998,FALSE,09/06/1998,838949734,09/06/1998,803,4030,2923,3740,7420,9578,26/05/1992,10,2,ImprintInc,132228,Smith,SINGLE,6759,8034,15/12/1997,Maruti.pvt,3693,All,1994,11,617445,09/02/2009
9845,N,Nikhil,maysur,maysur,maysur,maysur,MP,Afghanistan,815712,695612293,Nikhil22@rediff.co.in,Nik207N,Female,26/10/2003,22,New ,CustomerDueDiligence,courier,26/10/2003,TRUE,26/10/2003,760895220,26/10/2003,186,2136,3164,4802,9120,6588,30/05/1992,26,2,ClubColorsBuyer,643642,Nikhil,SINGLE,1957,2384,20/09/2007,sinoploxpvt,477,All,2017,5,168136,30/11/1998
1227,T,Tesla,pune,pune,pune,pune,Kerala,Pakistan,274170,903087779,Tesla31@gmail.com,Tes434T,Transgender,24/03/2002,31,New ,CustomerDueDiligence,courier,24/03/2002,TRUE,24/03/2002,464202806,24/03/2002,603,3202,3906,2864,2807,433,09/11/1999,39,2,AuthenticStreeSignsInc,193074,Tesla,MARRID,9784,5595,07/05/1990, ACS ,7617,All,2017,9,564848,16/06/2004
9093,V,Vinay,California,California,California,California,UP,Peru,460781,443305530,Vinay16@yahoo.com,Vin158V,Transgender,20/03/2002,16,Loyal ,OngoingMonitoring,G-Mail,20/03/2002,FALSE,20/03/2002,846161525,20/03/2002,649,1703,2342,3982,4529,2114,13/07/1995,22,3,BroderBros,923934,Vinay,MARRID,2218,3310,24/09/1998,RTA,1468,All,2002,4,931620,04/11/1993
4572,P,Parul,Kentucky,Kentucky,Kentucky,Kentucky,Goa,Peru,637889,857678847,Parul16@yahoo.com,Par978P,Female,14/11/1990,16,Potential ,CustomerIdentificationProgram,G-Mail,14/11/1990,FALSE,14/11/1990,967667609,14/11/1990,967,2385,4394,2369,6413,2579,24/02/1998,28,3,ImprintInc,132112,Parul,MARRID,3837,502,23/07/2000,RTO,9352,All,2019,5,439937,15/12/1996
4062,N,Nikhil,Oregon,Oregon,Oregon,Oregon,Kerala,Peru,360101,232153160,Nikhil37@rediff.co.in,Nik586N,Female,04/02/1995,37,New ,CustomerIdentificationProgram,G-Mail,04/02/1995,TRUE,04/02/1995,156689571,04/02/1995,700,2024,4507,4661,3900,9145,05/01/2007,28,1,DriStickDecalCorp,602434,Nikhil,SINGLE,6306,3691,03/08/1995,sinoploxpvt,178,All,1998,2,696101,19/01/2002
756,P,Parul,Los Angeles,Los Angeles,Los Angeles,Los Angeles,UP,Pakistan,422938,167170912,Parul52@gmail.com,Par754P,Male,06/04/2001,52,New ,CustomerDueDiligence,courier,06/04/2001,FALSE,06/04/2001,566126733,06/04/2001,944,2191,4069,4311,4497,3222,30/08/1993,1,3,AuthenticStreeSignsInc,913056,Parul,MARRID,8195,4304,06/08/1998,Maruti.pvt,5497,All,2000,4,94966,21/12/1992
9122,T,Tesla,hyd,hyd,hyd,hyd,Goa,Peru,397908,785143039,Tesla33@gmail.com,Tes177T,Transgender,24/08/2006,33,Impulsive,CustomerDueDiligence,courier,24/08/2006,TRUE,24/08/2006,775887866,24/08/2006,383,4049,2843,2192,5959,695,19/01/1996,23,4,ClubColorsBuyer,623268,Tesla,MARRID,3514,4183,17/09/1999,RTA,3879,All,2019,3,194505,13/11/1999
9475,A,Anand,Ohio,Ohio,Ohio,Ohio,Andhra Pradesh,Oman,194523,257771974,Anand55@yahoo.com,Ana701A,Male,14/09/1991,55,Loyal ,CustomerIdentificationProgram,courier,14/09/1991,TRUE,14/09/1991,642874163,14/09/1991,875,2839,4385,3329,691,7718,29/03/2006,17,4,DriStickDecalCorp,882750,Anand,MARRID,1126,5316,13/04/2001,sinoploxpvt,9914,All,1992,6,150516,07/12/1995
6629,T,Tesla,Missouri,Missouri,Missouri,Missouri,Bihar,Pakistan,263142,576957080,Tesla28@gmail.com,Tes458T,Transgender,18/07/1992,28,Loyal ,OngoingMonitoring,courier,18/07/1992,TRUE,18/07/1992,648229217,18/07/1992,867,4521,2165,3979,5547,226,26/05/2005,6,3,ImprintInc,593541,Tesla,MARRID,7106,5599,30/08/2004,RTA,814,All,1998,9,681732,01/09/1994
1914,S,Subba,Chicago,Chicago,Chicago,Chicago,Kerala,Oman,401263,847051834,Subba59@yahoo.com,Sub400S,Female,12/12/1996,59,New ,OngoingMonitoring,G-Mail,12/12/1996,TRUE,12/12/1996,892340694,12/12/1996,195,4958,3614,2278,3138,8724,20/01/1991,43,4,BroderBros,482443,Subba,SINGLE,7401,4967,13/04/2000,Maruti.pvt,7455,All,2007,7,231430,20/03/2004
1496,P,Parul,Bombay,Bombay,Bombay,Bombay,Bihar,Albania,483806,892825695,Parul34@yahoo.com,Par435P,Transgender,01/09/2009,34,Loyal ,CustomerIdentificationProgram,G-Mail,01/09/2009,FALSE,01/09/2009,221270935,01/09/2009,511,1596,3425,2918,2382,3318,11/05/1998,37,3,AuthenticStreeSignsInc,293183,Parul,MARRID,9769,5067,26/10/1991,RTA,2444,All,1991,1,161743,02/09/2005
4750,T,Tarun,Bhopal,Bhopal,Bhopal,Bhopal,Jharkhand,Oman,566339,727448769,Tarun28@gmail.com,Tar344T,Female,30/11/1990,28,Loyal ,CustomerIdentificationProgram,courier,30/11/1990,FALSE,30/11/1990,811129626,30/11/1990,183,4295,3144,4154,2541,5321,29/07/1994,15,3,AlmaMaterLLC,662291,Tarun,SINGLE,2770,6348,15/09/2004,RTA,5961,All,1994,2,446896,12/03/2009
4368,S,Suraj,hyd,hyd,hyd,hyd,Andhra Pradesh,Albania,326235,914896805,Suraj59@gmail.com,Sur700S,Female,14/08/1991,59,Potential ,OngoingMonitoring,courier,14/08/1991,FALSE,14/08/1991,478390337,14/08/1991,821,3922,4067,4823,3003,7479,22/06/1994,1,4,ClubColorsBuyer,442328,Suraj,SINGLE,2064,271,05/06/1992,RTA,9005,All,2004,1,697152,02/05/2004
7285,S,Sonali,Houston,Houston,Houston,Houston,Jharkhand,Oman,168734,318902600,Sonali22@yahoo.com,Son154S,Male,17/11/1995,22,Loyal ,CustomerDueDiligence,G-Mail,17/11/1995,TRUE,17/11/1995,235614912,17/11/1995,415,1051,4960,3422,7939,6426,10/08/1992,37,4,AlmaMaterLLC,403469,Sonali,MARRID,438,8009,02/04/1998, ACS ,7809,All,1998,8,444957,27/07/2007
1488,S,Suraj,Chicago,Chicago,Chicago,Chicago,Jharkhand,Oman,172809,897955622,Suraj27@gmail.com,Sur327S,Male,08/08/1996,27,Loyal ,OngoingMonitoring,courier,08/08/1996,FALSE,08/08/1996,243928202,08/08/1996,145,2176,4130,4758,5939,5096,19/11/1995,43,3,AlmaMaterLLC,763837,Suraj,MARRID,4934,8952,28/06/1991,RTA,7753,All,1996,6,238736,23/11/1991
3645,S,Suraj,Chicago,Chicago,Chicago,Chicago,Kerala,Albania,136146,928470895,Suraj25@rediff.co.in,Sur463S,Transgender,26/12/2006,25,New ,CustomerIdentificationProgram,G-Mail,26/12/2006,FALSE,26/12/2006,549479934,26/12/2006,436,2275,4388,4412,1616,775,31/01/1994,1,4,ClubColorsBuyer,833366,Suraj,MARRID,1811,7136,19/03/1998,RTO,4148,All,2016,6,484035,10/01/1990
137,S,Smith,Nevada,Nevada,Nevada,Nevada,Bihar,Peru,998431,195616056,Smith43@yahoo.com,Smi286S,Transgender,15/03/2004,43,New ,CustomerIdentificationProgram,G-Mail,15/03/2004,FALSE,15/03/2004,495138194,15/03/2004,902,2384,4472,2647,377,6617,17/05/1991,23,2,ImprintInc,943941,Smith,MARRID,4216,4174,25/03/2005,RTO,2177,All,2008,10,453278,18/08/1996
6853,S,Smith,Missouri,Missouri,Missouri,Missouri,Jharkhand,India,854209,56272542,Smith19@rediff.co.in,Smi211S,Female,01/03/1995,19,Impulsive,CustomerDueDiligence,courier,01/03/1995,TRUE,01/03/1995,463639805,01/03/1995,524,2699,3918,3443,1050,6683,08/12/2007,18,1,ImprintInc,832658,Smith,MARRID,297,884,03/10/1996, ACS ,7796,All,2007,11,134264,31/03/1992
6979,A,Anamika,Bhopal,Bhopal,Bhopal,Bhopal,Goa,Albania,480326,196430683,Anamika24@yahoo.com,Ana721A,Transgender,13/07/1993,24,Loyal ,OngoingMonitoring,courier,13/07/1993,TRUE,13/07/1993,748746712,13/07/1993,462,4008,4562,4370,7487,7798,29/07/1995,47,1,BroderBros,462359,Anamika,MARRID,4425,2970,03/11/2007, ACS ,352,All,2010,6,949756,18/09/2007
8463,A,Anand,Bhopal,Bhopal,Bhopal,Bhopal,Andhra Pradesh,Pakistan,619301,310260339,Anand36@gmail.com,Ana247A,Male,25/03/1998,36,Loyal ,CustomerDueDiligence,courier,25/03/1998,FALSE,25/03/1998,577591953,25/03/1998,653,3444,4304,2498,9236,1163,02/03/2003,45,2,ClubColorsBuyer,282925,Anand,MARRID,4202,3803,18/04/2004,sinoploxpvt,8746,All,2015,10,932841,17/09/2009
3097,T,Tarun,Banglore,Banglore,Banglore,Banglore,Jharkhand,Albania,527760,465459354,Tarun57@yahoo.com,Tar576T,Transgender,18/06/1995,57,New ,OngoingMonitoring,courier,18/06/1995,TRUE,18/06/1995,700157171,18/06/1995,615,1664,2623,3690,7038,499,07/03/1990,40,2,AlmaMaterLLC,472573,Tarun,SINGLE,1767,8621,08/12/2003,Maruti.pvt,4916,All,2006,10,21322,05/06/2006
4446,V,Vinay,Banglore,Banglore,Banglore,Banglore,Kerala,Pakistan,773718,926489343,Vinay21@yahoo.com,Vin423V,Female,29/10/2001,21,Potential ,OngoingMonitoring,courier,29/10/2001,TRUE,29/10/2001,413298368,29/10/2001,642,2846,4840,4348,3918,3890,10/07/1999,14,4,ImprintInc,912377,Vinay,SINGLE,7763,9235,18/02/2003,RTA,5106,All,2007,8,768779,24/02/2000
1004,S,Siya,pune,pune,pune,pune,Gujarat,Peru,121711,994752568,Siya25@yahoo.com,Siy193S,Female,30/07/1993,25,Impulsive,OngoingMonitoring,courier,30/07/1993,FALSE,30/07/1993,656387684,30/07/1993,838,1314,2239,4060,4083,2762,22/03/1995,33,4,DriStickDecalCorp,733114,Siya,SINGLE,5161,2616,03/12/2000,sinoploxpvt,7440,All,2018,7,460012,19/07/2004
1426,S,Siya,pune,pune,pune,pune,Gujarat,Albania,547468,336546716,Siya15@gmail.com,Siy172S,Male,30/04/2005,15,Impulsive,OngoingMonitoring,courier,30/04/2005,FALSE,30/04/2005,629880627,30/04/2005,689,4768,4723,2271,284,2442,20/04/1999,6,2,DriStickDecalCorp,762934,Siya,MARRID,9384,2930,25/01/2005,Maruti.pvt,7689,All,2018,6,471124,01/09/1993
942,S,Suraj,Bhopal,Bhopal,Bhopal,Bhopal,Bihar,India,801058,77739962,Suraj21@gmail.com,Sur696S,Female,14/09/2003,21,New ,OngoingMonitoring,G-Mail,14/09/2003,FALSE,14/09/2003,151603456,14/09/2003,751,1310,4589,4547,5812,3536,14/07/2007,21,2,BroderBros,253264,Suraj,MARRID,9784,716,03/09/1992,RTO,5133,All,1998,3,723218,25/07/2006
5119,S,Sachin,Missouri,Missouri,Missouri,Missouri,UP,Afghanistan,454649,814673384,Sachin50@rediff.co.in,Sac705S,Female,11/03/2000,50,Loyal ,CustomerDueDiligence,G-Mail,11/03/2000,TRUE,11/03/2000,313024960,11/03/2000,440,4484,4862,4908,7824,378,10/03/1990,31,1,ImprintInc,712154,Sachin,MARRID,4776,6596,26/01/2009,sinoploxpvt,1226,All,1993,4,425007,29/03/1993
5334,S,Suraj,Nagpur,Nagpur,Nagpur,Nagpur,Bihar,Brazil,969855,791003463,Suraj39@rediff.co.in,Sur554S,Female,03/09/1995,39,Loyal ,OngoingMonitoring,courier,03/09/1995,FALSE,03/09/1995,306946955,03/09/1995,478,3303,3556,2129,2015,3347,29/03/2003,32,3,ClubColorsBuyer,683259,Suraj,SINGLE,9837,4516,10/07/1994,RTO,3802,All,2009,10,139823,31/05/1998
7605,A,Anamika,maysur,maysur,maysur,maysur,UP,Peru,265289,845674559,Anamika38@yahoo.com,Ana514A,Transgender,19/08/1991,38,Loyal ,CustomerDueDiligence,courier,19/08/1991,TRUE,19/08/1991,744834725,19/08/1991,788,3043,4631,3123,6269,9002,24/03/1999,6,3,AuthenticStreeSignsInc,352604,Anamika,SINGLE,9498,486,22/02/2008,Maruti.pvt,6206,All,2004,5,862753,02/01/1997
426,P,Parul,Missouri,Missouri,Missouri,Missouri,Bihar,Oman,649897,27309174,Parul19@gmail.com,Par870P,Female,15/09/2004,19,New ,OngoingMonitoring,courier,15/09/2004,TRUE,15/09/2004,671164564,15/09/2004,200,4087,3816,4153,1184,9893,28/06/2009,28,4,ImprintInc,732692,Parul,SINGLE,4745,6672,09/04/2002, ACS ,1367,All,1996,1,723223,26/01/1995
6618,T,Tarun,Banglore,Banglore,Banglore,Banglore,MP,Pakistan,175705,959768287,Tarun40@gmail.com,Tar912T,Male,03/11/2007,40,New ,CustomerIdentificationProgram,G-Mail,03/11/2007,TRUE,03/11/2007,333568369,03/11/2007,865,1339,4170,2012,3765,9962,16/06/2002,10,2,AlmaMaterLLC,903169,Tarun,MARRID,8856,1666,27/12/2008, ACS ,5696,All,2003,4,190591,04/05/1992
4768,S,Smith,California,California,California,California,MP,Albania,467296,45552335,Smith31@gmail.com,Smi846S,Transgender,31/05/2000,31,New ,CustomerDueDiligence,courier,31/05/2000,TRUE,31/05/2000,204731638,31/05/2000,646,2966,3006,3490,9759,994,05/12/1995,11,3,DriStickDecalCorp,132495,Smith,MARRID,1523,2070,27/06/1992, ACS ,9195,All,2015,2,941830,13/09/2009
2520,V,Vinay,Missouri,Missouri,Missouri,Missouri,Jharkhand,Albania,303261,621512966,Vinay35@gmail.com,Vin480V,Transgender,04/08/1994,35,New ,CustomerIdentificationProgram,courier,04/08/1994,FALSE,04/08/1994,150731384,04/08/1994,810,3343,2857,2683,276,7024,24/10/2001,48,3,BroderBros,332724,Vinay,MARRID,2598,4991,28/02/2009,Maruti.pvt,3383,All,1997,5,487677,18/11/2003
3728,S,Smith,hyd,hyd,hyd,hyd,Andhra Pradesh,Brazil,329279,472858448,Smith18@rediff.co.in,Smi995S,Transgender,20/01/1997,18,New ,CustomerIdentificationProgram,G-Mail,20/01/1997,FALSE,20/01/1997,612021056,20/01/1997,391,4765,3383,2894,296,8319,22/07/1996,45,3,DriStickDecalCorp,422227,Smith,SINGLE,5787,4078,08/11/2004,Maruti.pvt,9984,All,1998,9,675504,13/07/2008
1654,S,Smith,Nagpur,Nagpur,Nagpur,Nagpur,Andhra Pradesh,Brazil,971663,935220068,Smith59@rediff.co.in,Smi777S,Female,03/02/1991,59,New ,CustomerDueDiligence,G-Mail,03/02/1991,FALSE,03/02/1991,741410618,03/02/1991,174,2902,3532,2390,6204,8850,14/08/2001,3,3,BroderBros,703566,Smith,SINGLE,8607,8580,27/02/2004, ACS ,1162,All,2008,3,596523,20/06/1998
3876,N,Neeraj,Kentucky,Kentucky,Kentucky,Kentucky,Andhra Pradesh,Oman,421713,837461999,Neeraj49@rediff.co.in,Nee520N,Female,05/04/1995,49,Loyal ,CustomerDueDiligence,courier,05/04/1995,FALSE,05/04/1995,100019979,05/04/1995,645,3249,4792,4518,2972,4260,04/08/2002,8,2,DriStickDecalCorp,753732,Neeraj,SINGLE,1685,5275,13/02/2006,RTO,4983,All,1998,6,967219,18/06/2004
1525,T,Tesla,pune,pune,pune,pune,UP,Afghanistan,257774,383177111,Tesla21@yahoo.com,Tes551T,Transgender,18/07/1990,21,Loyal ,OngoingMonitoring,G-Mail,18/07/1990,TRUE,18/07/1990,798793700,18/07/1990,992,1443,4428,2769,8347,7413,05/11/1996,30,4,AuthenticStreeSignsInc,722610,Tesla,SINGLE,2202,975,08/12/2001, ACS ,9585,All,2002,3,847765,26/02/1990
3946,P,Parul,Bhopal,Bhopal,Bhopal,Bhopal,MP,Pakistan,482879,863832960,Parul51@rediff.co.in,Par621P,Female,05/04/1990,51,New ,OngoingMonitoring,courier,05/04/1990,TRUE,05/04/1990,384698099,05/04/1990,364,1292,2032,4546,6855,1218,23/08/2006,18,1,ClubColorsBuyer,472813,Parul,MARRID,1821,7187,21/12/1998,RTA,2375,All,1993,2,662677,12/08/2009
3072,N,Nikhil,Delhi,Delhi,Delhi,Delhi,Kerala,India,159963,750897998,Nikhil22@gmail.com,Nik378N,Male,27/10/1997,22,Loyal ,CustomerDueDiligence,G-Mail,27/10/1997,TRUE,27/10/1997,667794595,27/10/1997,136,4072,3466,2608,1878,5578,06/01/2009,44,4,ImprintInc,502936,Nikhil,SINGLE,436,3784,13/02/1993, ACS ,2357,All,2008,1,801996,26/08/2000
4807,P,Parul,Banglore,Banglore,Banglore,Banglore,UP,Peru,718316,455024382,Parul58@gmail.com,Par195P,Male,17/11/1996,58,Impulsive,OngoingMonitoring,G-Mail,17/11/1996,TRUE,17/11/1996,498385649,17/11/1996,933,1734,3330,2215,1035,1941,06/12/2007,22,2,BroderBros,403787,Parul,MARRID,1842,9677,02/10/2003,RTA,5522,All,1991,4,112110,07/05/1993
5005,V,Vinay,maysur,maysur,maysur,maysur,UP,Pakistan,764031,736647082,Vinay31@yahoo.com,Vin839V,Transgender,05/05/1993,31,Loyal ,CustomerIdentificationProgram,courier,05/05/1993,FALSE,05/05/1993,833352044,05/05/1993,949,4274,2135,3506,2471,5345,25/02/2005,5,1,AuthenticStreeSignsInc,793997,Vinay,MARRID,7517,4503,01/11/1995,RTO,751,All,1998,1,384332,29/08/2000
5203,P,Parul,Missouri,Missouri,Missouri,Missouri,UP,Oman,973425,321778115,Parul24@yahoo.com,Par410P,Transgender,06/06/2002,24,Potential ,OngoingMonitoring,courier,06/06/2002,TRUE,06/06/2002,743163342,06/06/2002,822,1328,4107,3005,4332,939,08/10/1997,1,1,DriStickDecalCorp,803417,Parul,MARRID,3391,6022,20/09/2000,RTA,3692,All,2003,10,370118,26/05/2007
2775,S,Sonali,Banglore,Banglore,Banglore,Banglore,MP,Peru,637114,40269738,Sonali32@gmail.com,Son269S,Female,02/10/1993,32,Loyal ,CustomerIdentificationProgram,courier,02/10/1993,TRUE,02/10/1993,433866809,02/10/1993,977,3307,2598,2812,5314,6006,31/12/1990,1,3,ClubColorsBuyer,273176,Sonali,MARRID,2578,7779,03/07/2000,RTO,8389,All,2011,3,414353,28/08/1991
5248,S,Subba,Missouri,Missouri,Missouri,Missouri,Goa,India,919514,750597741,Subba32@yahoo.com,Sub715S,Female,27/08/1998,32,Impulsive,OngoingMonitoring,courier,27/08/1998,FALSE,27/08/1998,101785817,27/08/1998,896,3118,2085,3275,7464,2005,11/12/1998,10,3,ImprintInc,212855,Subba,MARRID,3973,2945,05/04/2006,RTA,9553,All,2018,10,192242,01/06/1995
2903,S,Siya,maysur,maysur,maysur,maysur,Kerala,Albania,195472,635681604,Siya46@rediff.co.in,Siy282S,Male,08/02/1994,46,New ,CustomerIdentificationProgram,G-Mail,08/02/1994,TRUE,08/02/1994,757990488,08/02/1994,514,1967,2530,2795,7835,146,12/11/2007,0,1,AlmaMaterLLC,442416,Siya,MARRID,9185,1962,28/11/1996,Maruti.pvt,6436,All,2008,6,575435,02/11/1997
2819,A,Anamika,Los Angeles,Los Angeles,Los Angeles,Los Angeles,Bihar,India,741696,228243389,Anamika47@rediff.co.in,Ana335A,Transgender,14/11/2008,47,New ,CustomerDueDiligence,G-Mail,14/11/2008,FALSE,14/11/2008,976319703,14/11/2008,469,1199,3223,3733,3872,464,09/02/1997,24,2,ClubColorsBuyer,862279,Anamika,MARRID,6183,7344,07/10/2004,Maruti.pvt,9962,All,2001,5,582005,19/01/1995
2362,T,Tarun,Kentucky,Kentucky,Kentucky,Kentucky,Jharkhand,India,657745,96671203,Tarun47@gmail.com,Tar819T,Transgender,28/12/1993,47,Potential ,CustomerIdentificationProgram,G-Mail,28/12/1993,TRUE,28/12/1993,109982556,28/12/1993,582,3749,2490,2433,8605,2880,30/06/2008,16,1,ImprintInc,783100,Tarun,MARRID,8914,2537,19/06/2007,Maruti.pvt,2328,All,1990,10,791617,01/11/1999
6525,T,Tarun,Chicago,Chicago,Chicago,Chicago,Bihar,Pakistan,341220,766898130,Tarun56@yahoo.com,Tar580T,Male,01/05/2002,56,New ,CustomerDueDiligence,courier,01/05/2002,TRUE,01/05/2002,445295441,01/05/2002,578,1172,2537,3599,8008,7166,23/11/1993,46,2,AlmaMaterLLC,123719,Tarun,SINGLE,2618,3322,11/06/1993,Maruti.pvt,5981,All,1996,2,408639,14/02/2003
6116,S,Sachin,Missouri,Missouri,Missouri,Missouri,Kerala,Afghanistan,673042,516926269,Sachin17@gmail.com,Sac986S,Transgender,03/11/2002,17,Potential ,CustomerDueDiligence,G-Mail,03/11/2002,TRUE,03/11/2002,462373823,03/11/2002,555,2671,4364,4699,4038,9838,07/03/2004,5,3,ImprintInc,462015,Sachin,MARRID,5899,4163,17/10/1996,RTO,1770,All,2013,4,183538,10/07/1996
9860,K,Kapil,Ohio,Ohio,Ohio,Ohio,Goa,Peru,390887,427939714,Kapil39@rediff.co.in,Kap992K,Male,20/12/2002,39,Loyal ,CustomerIdentificationProgram,courier,20/12/2002,FALSE,20/12/2002,946674046,20/12/2002,722,4950,3651,3481,5694,5391,25/09/2007,28,2,ClubColorsBuyer,163627,Kapil,MARRID,8458,1634,04/10/2008,RTA,5091,All,2010,10,405493,31/10/1998
9046,S,Smith,maysur,maysur,maysur,maysur,Bihar,Peru,162523,252712014,Smith25@yahoo.com,Smi497S,Male,16/01/1994,25,Loyal ,CustomerIdentificationProgram,courier,16/01/1994,FALSE,16/01/1994,586507687,16/01/1994,225,1259,4410,4002,4318,5503,08/02/1998,38,2,AlmaMaterLLC,702366,Smith,MARRID,1995,2636,25/12/2006,RTA,6525,All,2006,1,408640,23/02/2005
6656,S,Sonali,maysur,maysur,maysur,maysur,Gujarat,Afghanistan,665326,646840653,Sonali26@rediff.co.in,Son347S,Male,15/12/2005,26,Impulsive,OngoingMonitoring,courier,15/12/2005,FALSE,15/12/2005,526857289,15/12/2005,358,3079,2271,3570,3224,5634,14/08/1993,13,1,ClubColorsBuyer,293661,Sonali,SINGLE,6705,4729,07/01/1995,Maruti.pvt,9977,All,2004,6,95761,13/06/2005
836,T,Tarun,Houston,Houston,Houston,Houston,MP,Pakistan,714294,719057616,Tarun26@rediff.co.in,Tar198T,Transgender,23/09/1998,26,Loyal ,CustomerIdentificationProgram,courier,23/09/1998,TRUE,23/09/1998,206903805,23/09/1998,947,1145,3838,4178,5959,6380,14/12/1995,49,4,ClubColorsBuyer,282066,Tarun,SINGLE,6687,7379,28/07/1990,Maruti.pvt,3578,All,2001,5,567317,04/02/2003
1205,N,Nikhil,Ohio,Ohio,Ohio,Ohio,Gujarat,Peru,653614,460289099,Nikhil17@gmail.com,Nik541N,Male,07/01/1995,17,New ,CustomerIdentificationProgram,courier,07/01/1995,TRUE,07/01/1995,891726285,07/01/1995,595,1734,4097,3189,8090,1005,30/12/2007,17,2,ClubColorsBuyer,603103,Nikhil,MARRID,7164,165,25/07/2001,RTO,8811,All,2005,11,433994,02/08/1994
9963,N,Nikhil,Los Angeles,Los Angeles,Los Angeles,Los Angeles,UP,Pakistan,881022,417774096,Nikhil49@rediff.co.in,Nik394N,Male,10/10/1996,49,Loyal ,CustomerDueDiligence,G-Mail,10/10/1996,FALSE,10/10/1996,277606095,10/10/1996,951,1526,2023,2493,1758,7939,05/05/1997,48,2,AlmaMaterLLC,873004,Nikhil,MARRID,84,4088,30/05/2008,Maruti.pvt,2854,All,1998,10,954577,31/10/2009
1634,S,Suraj,Chicago,Chicago,Chicago,Chicago,Gujarat,India,868308,717419673,Suraj50@rediff.co.in,Sur539S,Male,17/01/2001,50,New ,CustomerDueDiligence,courier,17/01/2001,TRUE,17/01/2001,460393945,17/01/2001,367,4673,2358,4282,7483,9626,22/01/1997,1,3,AuthenticStreeSignsInc,502164,Suraj,SINGLE,9635,57,21/04/1991,sinoploxpvt,3092,All,1997,3,644511,04/08/1997
